filename,Language,text
00022.wav,English," The most crowded place i've ever been is Beijing underground, 
especially line ten, 
especially during the morning and evening rush hours. 
What's more torture is as I basically traveled, 
but underground every day, 
every morning and
 evening I squeezed into the underground with a car load of people. 
The metro is the fastest way to get there and still be on time. 
Since Beijing is a super metropolis and
 its resident population was
 statistically less than
20 million years ago
 with a floating population of 20 million. 
So when you think about it this way, there are definitely not enough seats
 in the underground. 
Basically, everyone goes back and grab a seat at the moment. 
The door open. 
And it is interesting to note that
 in the morning and evening rush hours, if you try to get into a carriage, 
there's a funny way to say that
 all you have to do is close your eyes and
 you don't need
 to lift your legs before you squeeze into the carriage, and you don't have to worry about
 the lack of handrails because
 there are not enough people for you
 to stand without falling down. 
Even if you are not holding to other hamburgers, because others will
 push you and squeeze you
 in a firm place. 
"
00023.wav,English," Uh, 
winter of 2022. 
It was a Chinese new year. 
And
 our family follows, 
followed
 of hometown tradition to visit my grandma's
 house, 
which is also my mom's mom's
 place. 
The day was bright and sunny. 
Dad, mom. 
But my brother and I
 drove over to grandma's. 
We exchange new year, 
greeting with each other. 
Oh. 
And after the greetings, 
mom steeped some red
 envelopes to the little ones, 
little ones at the grandma's, 
and told them to study hard and work hard. 
A
 work hard in AA small voice. 
And meanwhile, my brother and I also got
 red envelopes
 slipped by my grandmother and uncle. 
Then we said, 
in the courtyard, 
it's okay. 
In the sunshine chat, 
chatting with each other. 
Certainly, sunrise
 suggested, 
hey, let's play some poker. 
I jumped up. 
Red boy
 and say, yes, I want to play. 
So I quickly
 um, got the
 poker call
 cos
 and there, 
we all
 dive into
 a gain of Boca. 
Uh, we
 we were all having so much fun. 
"
00024.wav,English," This national holiday, I went to Wuhan, 
East Lake
 to join a stay over activity. 
Nasa li. 
The plan revolved around hiking. 
East lake scenery is great, 
perfect for relaxing walks and deep conversations. 
At least at the beginning, I thought the tree was
 designed to
 bit. So
 we arrive at the guest house around noon on the first day. 
Someone stressed going for a fairway sport to catch the sunset. 
That sounds beautiful. 
So we
 so we go, 
we completely miscalculate the time
 and route
 on the halfway. 
We realize the the navigation have had let us into a dead end, 
forcing us to take a long day tour. 
Byebye. 
Well, 
we're all running out of that energy. 
Also, the clock was ticking. 
We walk along the road, 
but only finding one
 sharing shared back. 
But we have three people. 
So we let the
 most exhausted member to cycle ahead
 and buy the tickets. 
F
 fortunately, we arrive in time. 
Uh. 
The process was a little bit. 
Ok. 
Celtic
 boss
 MV. 
Ok. 
Finally, watch the sunset. 
All the efforts are
 uh, worth it. 
After that little adventure, we come to a realization that
 none of us were actually cut out for all the physical effect efforts. 
We really wanted was they sat down and talk. 
So the rest of our activity shift focus, 
instead of ambitious plans, we spend most of the time in the guest house, 
chatting from noon till midnight. 
Only when we fully talked out, did we finally heads back? 
Thoroughly satisfied? 
"
00025.wav,English," Back in twenty, twenty. 
I went to visit my cousin in New York. 
I had been so excited about this trip because I hadn't seen her in years. 
And I'd never been to New York before. 
I spent week, weeks planning everything
 from the places we'd visit
 to the restaurants we try. 
But from the moment I landed, 
things started to go wrong. 
First, 
my flight was delayed by almost 6 hours. 
I was stuck at the airport, 
feeling tired and annoyed, 
waiting with no clear idea of when I'd get to leave. 
When I finally arrived in New York, 
I discovered that my luggage had been lost. 
I had to spend over an hour at the airport, 
filling out forms and talking to airline staff. 
But nobody could tell me
 when my bag would be found. 
When I finally got to my cousin's apartment, 
I was already in in a bad mood. 
I thought we'd had a nice dinner and catch up. 
But she told me she had to work late that evening. 
So I was left on my own in a strange city. 
I ordered some takeout, 
but it wasn't very good. 
And I spent the evening the evening feeling lonely and frustrated. 
The next day, my cousin suggested we visit Central Park. 
I thought this would be the highlight of the trip, 
but it wasn't, 
as soon as we got there, 
it started raining. 
We didn't have umbrellas. 
So we ended up getting soaked. 
The park, 
which I had always imagined as a beautiful and lively, 
just felt cold and empty. 
Sam. 
We got into an argument because she thought I was being negative about everything. 
The tension between us ruined the rest of the day. 
By the time I flew back home, 
I was completely exhausted and disappointed. 
I had spent so much time and effort planning this trip, 
but nothing has gone the way I had hoped. 
I couldn't wait to leave and just forget about the whole thing. 
"
00026.wav,English," When I was a young child summer break meant one thing above our aisles, 
a trip to my grandparents farmhouse in the countryside. 
The anticipation of this visit always filled me with excitement. 
As I knew it promised a break from the pressure of city life. 
The moment we cross the threshold, 
I was greeted by the freshly baked bread. 
My grandmother weighs her. A prawn tied around her waist. 
Would always have a plate of warm cookies waiting for me. 
My grandfather with his wedded hands
 and wide smile
 would take me on tours of the farm, 
introducing me to the various animals
 from the curious chicken picking at the ground to the gentle cows, 
grazing in the meadow. 
Days at the farm were filled with simple joys. I spent hours in the garden, 
helping my grandmother plant flowers and vegetables, 
learning the names of each plant. 
In the afternoon, we often get around
 the old tree in the yard, 
where my grandfather would tell us
 with stories of his Youngs, 
his voice carrying the weight of experience. 
Evenings were magical as the sky transformed into a cover
 of stars. 
My grandparents would set up a makeshift telescope. 
And together we explore the wonders of the cosmos
 and dreaming of distant words. 
Those summer days at my grandparents, farmhouse were a time of poor happiness. 
They taught me the value of hard work, 
the beauty of nature and the importance of farm family bonds. 
Even now as an adult, 
those memories continues to inspire and nourish my soul. 
"
00027.wav,English," In twenty, 2001. 
I visited my best friend Sarah
 in 2021. 
I visit my best friend Sarah in San Francisco. 
We hadn't seen such each other in nearly 2 years due to the
 pandemic. 
And finally meeting her
 again with ours incredible heart warming. 
She greeted me at the airport with a huge smile, 
and we couldn't stop
 talking the whole right back to her place. 
Sarah had moved into a small but cozy
 apartments, 
located on one of those steep hills. 
San Francisco is famous for
 from her window. We could see cable cars going by and it felt like something out of a way
 to remain with this. 
Sarah made it to her main mission to show me all her favorite places in the city. 
We went to Golden Gate park where we spent hours walking through gardens, 
watching paddle both on the lake, 
and even visiting the Japanese tea garden, 
the peacefulness and of the garden. 
This is carefully arranged rocks and flowing
 for floating. 
Streams feel like I always amaze the busy city life. 
We also took a walk
 across the Golden Gate Bridge. 
And it was open today. 
I remember the ovens. 
Txt
 at our jacks. 
As we took in the breath, 
breathtaking view of the bay, 
it feels
 thrill to be standing on such an echo, 
ethnic, 
landmark. 
When I had always only ever seen in pictures. 
On our last evening together, we hiked up Twin Peaks just in time for the sunset. 
The intel CT
 lay below us
 with the sun, painting the sky in beautiful shades of orange and pink. We sat there, 
wrapped in our jacks against the trail, 
talking about our dreams, 
and how much has changed in the past couple of years? 
It was a moment of reconnection. 
And I realized that despite the time and distance, 
our bond had reminded
 as strong as ever. 
"
00028.wav,English," In twenty, twenty, 
I went to Sydney to visit an old friend I hadn't seen in over 10 years. 
We had reconnected online
 during the pandemic
 and talked a lot about how much we missed
 hanging out in person. 
So, 
as soon as it was safe to travel, 
I booked a trip. 
When I arrived, 
my friend met me at the airport
 with a huge hug. 
It felt like no time had passed. 
We started the day with breakfast
 at the small cafe near her apartment. 
The food and coffee were great. 
And we couldn't stop laughing while sharing stories about our lives. 
After breakfast, 
we decided to take
 a ferry across Sydney harbor. 
The weather was perfect. 
And the view of the opera house was stunning. 
Seeing it in person
 was a completely different from the pictures I had seen. 
My friend suggested we take a guided tour, 
and it was such a good idea. 
The Guide shared lots of interesting facts, 
like how it took years to build, 
and how its design was chosen in a global competition. 
We even got here
 a story happening in one of the halls. 
The sound of the orchestra was amazing
 that evening, 
we were lucky enough
 to get tickets to a live show at the opera house. 
The mix of music and dance were incredible. 
And it was one of the both most the best performance i've ever seen
 after the show. 
We walked along the harbor, 
enjoying the city lights, 
and talking about old memories. 
It was a day full of happiness and unforgettable moments. 
"
00029.wav,English," A few years ago, I went on a trip to the United States, specifically to New York City. 
It was my first time visiting the city, and I was incredibly excited to explore the famous landmarks, 
experience the culture and see the city that I had only ever seen in the movies. 
1:00 afternoon, 
I decided to take a walk around
 Central Park, 
the iconic park in the heart of
 Manhattan. 
The sun was shining and the park was
 bustling with people enjoying their day. 
As I walked down, one of the
 quarter pass near the edge of the park, I noticed something old. 
A dog sitting by the sidewalk, looking lost and confused. 
It was a medium sized dog with a
 scruffy coat and it seemed like it was waiting for someone. 
But no one was around. 
The dog looked up at me when sad
 eyes. And I could see that it was trying to figure out what to do next. 
I approached the dog slowly, 
hoping not to scare it. And to my surprise, it didn't run away or back at me. 
He said it wags its tail slightly, 
almost as if it was asking for help. 
I looked around, but the street was empty. 
And there was no signs of anyone
 looking for it. 
My first instinct was to help. 
So I bent down and gently
 patted the dog. 
It was shaking a little, but as soon as I started patting it, the dog seemed to calm down. 
A few minutes later, a woman appeared around the corner, calling the dog's name. 
The dog immediately
 perked up and ran to toward her. 
She looked incredibly relieved and explained that the dog had slipped out of her house. 
Earlier that the day
 and have been missing for hours. 
She thanked me profusely for staying with her dog and for keeping it calm
 until she arrived. 
I felt an overwhelming sense of worth and happiness. 
Knowing that I had played a small role
 in reuniting the dog with its owner, 
it's it was such a simple act of kindness, but it made me realize how much of the difference more decisions can make in someone's life. 
That day I walked away with a sense of
 fulfillment. 
Knowing that sometimes being kind and offering a little help can make the world a better place. 
"
00030.wav,English," In 1920, 
I traveled to Chicago for a work meeting. 
It was my first time visiting the United States. 
And I felt both excited and be scared. 
The flight was long, but I enjoyed looking out of the window and thinking about adventure ahead. 
When I
 I landed at Ohio airports, 
I took a taxi to my hotel, 
the tall buildings and the and the bus and the busy street made me feel like uh I had
 started into a movie
 on my second evening, 
I went for a walking along the Chicago river, walk. 
The lights from the tile buildings reflected on water. 
And it looked magic, magical. 
And as I was walking, I noticed a smell, 
Italian
 restaurants that didn't seem very busy. 
I feel so
 curious, I decided to go into and have dinner there. 
The food was delicious and the place felt very crazy. 
While I was eating, I saw an old man sitting alone at a table near the window. 
He was catching something in a notebook. 
I couldn't help but ask him about it. 
He smiled warmly and invited me to join him. 
He told me he used to be a
 a check, 
are cherished and had worked on some Chicago's famous building, 
like the wealth tower. 
He showed me some of his sketches, 
uh, which were amazing and shared stories about his life in the city. 
I ended up
 spare a spending hours taking to him, 
learning about czechos, history and his table when he made my trip so much more special. 
Although I didn't have time to explore everything in the city, the memories start with me. I hope I can return to Czech one day to create more memories like this. 
"
00031.wav,English," In 2018, I finally had the chance to visit Tokyo, Japan, 
a city I had dreamed of exploring for years. 
It was a week long trip and every day was filled with excitement and new experiences. 
From the moment I landed, 
I was amazed by how clean and orderly everything was. 
The trees were bustling with people. 
Yet there was a sense of calm and that made the field city feel so unique. 
On my first day, I visited shibu, ya crossing the world's busiest pedestrian intersection. 
It was incredible to seeing hundreds of people crossing the street from every direction at once. 
Yet everything moves so smoothly. 
I stood there for a while, just taking it all in and then joined the crowd
 to cross the street myself. 
We felt like I was part of a smooth movie scene. 
Uh, later I wandered through the nearby series filled my with the shops and restaurants
 and try some delicious street food, 
including takuyaki and
 flavor ice cream. 
Uh, the highlight of my trip is was visiting the ghibli museum in me, taka, 
as a fan of Stewart gibby films, like
 break it away and my neighbors also, 
it felt like spike stepping into the magical world. 
The museum was full of musical exhibits, 
like a life size catapults and favor a beautiful hand drawing sketches
 from the movies. 
There was even a small theater where I watched, I watched a short animated film, 
title exclusive to the museum. 
It was an unforgettable experience that made me appreciate the creativity behind those moves movies even more. 
One day, I took a train to asa Cosa to visit senso ji temple, one of the Tokyo's oldest and
 uh most famous temples. 
The main gate were the main gate with its giant red lantern was so impressive. I walked through the not come as a shopping street, 
lined with small shops, selling souvenirs and traditional snacks. 
I bought a little charm for good luck and try some freshly make. 
Thai yucky, a fish shaped cake filled with sweet red bean paste. 
Tokyo was everything I had hoped for and more the mix of modern sky crackers and traditional temples, 
the delicious food and the pride and friendly people
 made it a city like no other. 
When I left, I feel a little sad, but I knew I would come back one day to explore even more of what Tokyo had to offer. 
"
00032.wav,English," Last spring. 
I got a chance to visit Tokyo, Japan during the
 Cherry blossom season. 
I had always wanted to see the
 Cherry blossom. 
And it was even better than I imagined. 
I want to talk to you do a short break between
 senators just in turn, 
Florida
 long seems to be as their best when I stabbed out of the train station. 
I saw Cherry trees
 everywhere
 on the streets, in the parks and the lonely rivers. 
On the first day, 
I went to philosophers pass. 
It is a stone pass next to a small
 kernels. 
Cannot. 
Canada and both sides are lined with Cherry trees. 
The cosmos were
 in full blown, and
 some of the petals were falling into the water, 
making it looking. 
I walked slowly along the path, enjoying the view. 
There were many people there, 
some told me taking pictures, some just sitting
 under the trees, and even though it was crowded. 
Ok. 
It felt very peaceful. Everyone seemed happy just to be there. 
Enjoying the flowers. 
In the evening, I went to the
 another park. 
These had lit up the Cherry trees. 
And it looked magical. The biggest trees in the park was full of
 pale pink flowers and it's nice, made it same. 
Seem like
 something out of a dream. Many people were there. 
Something on rankings
 under walking slowly under the trees. And I walked under the
 growing
 blown sums are feeling like it was
 in a different world. 
"
00033.wav,English," Last year, I want
 I went on a tribe
 to the Singapore. 
I was
 excited to explore
 the city and
 the stars, 
things. 
My first stop
 was the famous
 center
 in Chinatown. 
Will I transfer
 variety of local dishes? 
I have the best, 
both of which
 incredible
 favorite, 
favorable and
 satisfying
 government to delivery with people from all works of life
 and enjoying their meals. 
I felt a sense of excitement and happiness
 following the unique tests
 is a
 and energy of police. 
Next day, I want
 a visit
 another city and
 known for AIDS, 
flower dome. 
Walking through the gardens. I was
 I missed by the
 design at the variety of plants. 
I felt a deep
 happy for the
 beauty and
 in our nation of the urban
 plants. 
Later, I meet
 local graduate who showed me around the
 neighborhoods of Singapore. 
He sharing stories about the city's past. 
And
 is. 
Thank you. 
Developments. 
I feel the marks of
 admission learning about the rich, cultural heritage
 and modern achievements. 
The the trip to Singapore was
 a wonderful blend of life
 designs and cultural exploration. 
And I left with many memories and happy
 of the world. 
"
00034.wav,English," Last year, I planned a trip to Paris to attend the opening of a renowned art gallery showcasing the work
 of my favorite artist. 
This was a once in a lifetime opportunity, and I had been preparing for months. 
I had carefully saved up, 
purchased tickets well in advance
 and planned every detail of the journey, the gallery was scheduled. 
You open on a Saturday evening and my flight was set
 for Friday morning to ensure I had plenty of time. 
On the day of the flight, everything started to go wrong. 
I woke up later than planned because I had stayed up
 packing the night before. 
I rushed through my morning routine, 
keeping breakfast, keeping breakfast and hurriedly called a taxi to the airport. 
Driver tried to navigate the morning traffic, 
but it seemed every road was congested. 
I nervously checked my watch every few minutes. 
My heart seeking
 as the minutes, take it by
 by the time we reached the airport, 
I had only 20 minutes left before take off. 
I sprinted to the checking counter
 only to be told that the gate had closed. 
And my flight
 had already begun boarding. 
I stood there in disbelief, 
watching the departure board
 as my flight status changed
 to
 departed. 
Disappointment was overwhelming. 
I had looked forward to this event
 for so long. 
Imagine myself walking
 through the gallery, 
surrounded by the works of an artist who had inspired me deeply. 
Missing the flight felt like I had LED the dream, 
slipped
 through my fingers, 
emotions tied, so
 tied to such an experience, 
makes me appreciate the importance of preparation and timing. 
It's a reminder to never take opportunities for granted. 
"
00035.wav,Chinese,"噢我记得那是
2023年的暑假。
噢我上大二，然后我弟
跟
刚刚考刚高考完，
然后所以说我打算去
福州去找他
玩一段时间，
啊因为我
高地因为高考的缘故，所以说寒假过年的时候都没有
啊都没有拒绝，因为他要复习他的
考试科目，然后为
高考做准备，所以说我们也不能去打扰他。
然后就现在来看，他高考确实考到了一个相当不错的成绩，
他在上海交大，
你真到实验吧学物理，
然后就那个暑假，所以说特别
想念他，毕竟太久没有见到面了。
去
所以说去到他那玩的时候，
就把一些
高中时候没有玩的
游戏全都玩了个遍，像什么英雄联盟，
无畏契约这些游戏，
就我们两个就
双排就一起打游戏，就觉得特别有意思。
然后除了打游戏之外，我们还会
出去一些
找一些当地的一些特色的美食。
像福州比较出名的鱼王肉宴，
还有
啊像什么
啊是老化线面什么的，
都查了个遍。
福州的美食也是特别的有意思，但是
呃像一些
比较出名的一条，就是叫三港旗下那里有特别多的小吃，还有当地的一些
啊纪念品啥的。
但我跟我弟嘛都是本地人，所以说
 yeah。
找一些好吃的。
然后玩了一段时间，我觉得特别的快乐。
啊然后每天晚上都一两点就聊聊天，
聊聊聊天，聊到一两点钟才睡觉。
然后现在他
也在读大学啊我也在读大学，
然后每每次也只有等到一些
寒暑假时间才能见到面，
所以说我觉得那段时光特别的快乐。
"
00036.wav,English," My sorry. 
Well, I will tell a story that happened recently. 
Just a week before I went to Tianjin, 
uh, to which is my best friend, which we have, which we have
 uh know each other since the
 since nearly 10 years ago, Tianjin, you know, is a very good city and is very famous for his
 the for the breakfast first uh culture of him. 
So I
 so, 
uh I'm very happy when I launched. 
I launched Tianjin at the first time because my friend
 come to uh take me, you know, probably take me. 
And so then we go to the
 uh the very famous place of Tianjin, the Tianjin eyes, just like the London eyes. 
Uh um II would say I feel a bit a little bit disappointed when I asked. 
I see the Tianjin eyes because it's far more smaller than the London eyes. 
And then, you know, it's not really shock when I see it on and on the internet. 
Uh, but then
 a
 I taste some very
 a very, very delicious, Tianjin. 
Breakfast. 
And like the
 du Jiang and something else is very delicious and I can make my mood feels better. 
E
 and
 and then my friend take me to his university university, uh, as you know, the
 the college student will always do that, take their
 a friend to their core university when I see their university is big, large and good. 
Um I speaking I don't feel something about that because it is
 they just AA normal university. I don't feel uh very if II don't feel uh
 uh it's very good or something. 
And we
 and then I have to go back to home because I just get get to
 uh holidays and one day we have and we have spent one day, so I have to go back to Beijing. 
When we left, I feel a bit a little bit disappointed
 and a little bit sad, because we have never
 we have we haven't met a long time before, and we just met nearly 1.5 day this time. 
But I do believe we can have more time to stay
 in the future. 
And when I see this story now, 
actually I don't feel the
 bad mood. I just feel happy. 
This is a very happy memory. 
"
00037.wav,English," And this is my story. 
A few years ago, 
my sister and I went to Hong Kong. 
And one of the highlights of our trip was visiting LAN kuifeng. 
A popular bar district
 district. 
It was our first time there. 
And we were excited to experience the
 vibrant nightlife that we had heart
 heard so much about. 
The narrow streets were filled with people. 
And the energy was electric
 music
 blurred from all directions
 and love. 
Yeah. 
Love for. 
And
 latter, he coached down the
 Alice. 
They that night, there was some kind of event were where people dressed up as
 different
 characters. 
We saw
 superheroes, 
cartoon signature, 
car cartoon figures, 
and even some historical characteristic
 characters
 walking around it felt like we were in a movie. 
We found a bar
 that uh, 
looked interesting and went in. 
The atmosphere was lively with people dancing, 
singing along to popular songs, 
and just having a good night. 
My sister and I ordered some drinks and drowned
 in the farm. 
We danced last and even made a few new friends who were also visited from other places. 
"
00038.wav,Chinese,"嗯我和几个同学在2017年的夏天自驾去了长白山，
走的是公路，所以路途比较长，沿途的风景交错变化，有树、铁路、草地，
时不时还能看到几条小河，
一路上有说有笑，所以车程不算特别无聊。
抵达吉林省我们第一件事就是品去品尝当地的铁锅炖，虽然铁锅炖冬天吃更有感觉，但去都去了，夏天闷得满头是汗也得尝一口，
那里精心搭配好的酱汁，将各种配菜都煮烂包裹在一个大面饼里，
就着米饭现在想想都还意犹未尽。
随后我们又去了长白山，
因为那里比较凉爽的天气让我们短暂逃离了北京的蒸炉，景色很优美，
郁郁葱葱的树林里面，而且空气很清新，穿梭在云雾之间，感觉像在仙境里一样。
然后侧面还有山泉留下几只鹰盘旋飞过，
在那里仿仿佛接受了来自大自然的拥抱。
之后我们去吃了东北烧烤，
那里的烤串是一大特色，
据说东北人是没有不会烤串的，
然后肉量和菜品都特别实诚，火火候掌握的刚刚好，
不像那些地摊小贩儿做的
又瘦又硬的肉串儿，我们吃到的串儿都可以用鲜香肥美来形容，
就肥瘦相间，冒着热气，然后还能发出点滋啦滋啦的声音。
现在想想还是会流口水。
然后我们还尝了几大当地的特色菜肴，比如说地三鲜锅包肉，还有溜肉段，
这些菜虽然各地外卖都能吃得到，但真正到了东北咱们才能吃到最正宗的味道。
现炒上桌还能拿出搪瓷的锅包肉，
然后看起来黑乎乎一盘的地三鲜，但其中每一个菜块都沾上了勾好芡的酱汁，
然后又是一个下饭绝配。
那里的嗯菜品价格比较便宜，而且绝不缺斤少两，老板都特别热情，
在等菜期间还会给我们送自家腌制的小菜啊或者是开胃的凉拌菜，
也和我们唠了唠家常。
在与老板的沟通交流中，连我们说话的口音都变得有点东北味，还是东北对人
对人口音的影响大。
这次旅行有旅途上小打小闹，又站在长白山上时的心旷神怡，
还有地道东北菜带来的极致享受，算是一个享受或者治愈的旅途吧。
"
00039.wav,Chinese,"嗯我记得在
2023年的夏天，我邀请嗯然后嗯我和我的
家人一起来北京玩，因为我在北京邮电大学上学。
嗯
这次旅游和以往不同的是，以前嗯北京对我来说
不算是一个故乡，因为我每次得坐高铁才能到这里来，但这一次
嗯不一样的是我就在这上学，所以我不需要坐高铁。
我们大概玩了有一个星期左右的时间，嗯
当初一开始准备的是跟团游，但是后来我们想了一下，因为照顾到团队里就是很多老人跟小孩，
所以最后我们决定是选择一个叫携程的定制游，
就是包车我记得当时一共花了差不多有几好几万块，
感觉还是挺贵的，但是体验的话
其实也没有那么好，因为
跟团游当时
发生了一些不太好的事情，
比如说因为嗯一些交通的管制呀车辆，我们当时包的车不能及时的
到达我们这里，还有就是
嗯司机可能有点偷懒，不想来接我们，
所以虽然给他钱了，但他没有给我们认真工作，最后呢携程也给我们一些补偿。
嗯那你要问我开不开心吧？
嗯其实一般般，因为
虽虽然他给我补偿了，但是
感觉还是有点亏，最后我们也去了不少地方，
嗯来了北京人大学，还有一些长城呀，故宫呀，
还有很多其他的地方，
然后我发现这个很多地方其实都不是很好抢票，抢票的话都要拼手速，
印象最深的地方应该是环球影城，
嗯环球影城还是挺好玩的，
里面有很独詹欢的电影角色，
嗯小黄人还有一些其他的东西，感觉还是挺好玩的。
嗯嗯。
呃嗯
我记得最后一天的话，我们去的那个是故宫，其实觉得最后一天去故宫其实不太合适，但是还是最后一天去了，因为
因为你知道抢票很难。
嗯所以最后一天去故宫的时候，我记得当时好像还有人穿皇帝的衣服进去拍照，我觉得这个
这个想法还挺新奇的。
嗯嗯。
嗯总的来说这是一次还不错的旅行，但是也有一些
不太好的事情吧。
因为你知道携程他那边司机有点懒，
所以
这就是我的故事。
"
00040.wav,English," Back in 2020. 
I one
 to visit my
 a high school classmate
 ggr
 he was in Zhejiang University, so I
124000
 to visit him. 
We
 plan men, uh, we plan to visit West Lake together
 to
 for you to see the beautiful landscape. 
But
 because of an accident, 
the plan cancelled. 
My friend, 
DJ. 
Make his like her, heard it. 
Just the day it just
 yesterday before I went to Hangzhou. 
So
 we finally went to see a movie. 
It was a very happy time with him, 
because he was one of my best friends. 
So no matter what we do, 
we still have a good time. 
After that, 
we went to a restaurant
 to taste
 some famous dishes in Hangzhou. 
I can still remember many dishes. 
For example, like
 sisi Hu Hu tu. 
And
 beyond sunshine. 
Don't parole. 
And so on. 
That was very delicious. 
Until today, 
I still can't forget the flavor. 
I enjoy a very good time in Hangzhou, 
and I can't wait
 the next time. 
I
 the next time I went to Hangzhou, 
how
 can
 experience
 more interesting things there again. 
"
00041.wav,English," I met my girlfriend when we signed up in the same group for the first time. 
She was pretty but silent
 uh, in order to talk
 about how to do our work later, 
we exchanged our wechat IDs. 
After all, the works were done. 
I
 asked her to come out and hang around one day. 
I was excited when I sent that message. Even she said, yes, I still cannot believe
 that was real. 
Also, I was very nervous, 
because that was my first time walk around with a girl. 
We went around the school for a long time, 
and talked
 about a lot of things
 from study
 to dreaming future and so on. 
At the end of the day, 
I was so glad to hear that. 
She said she likes going around with me and
 expects the next time we come out and chat with each other. 
After our few times, hang out. 
I bought flowers for her and gave her. 
When she did not even know it. 
She was surprised. 
And
 then I declared my love for her. 
I asked whether she would like to be my girlfriend. 
And she said, yes. 
And until now, we
 had became
 together for
 almost
650 days. 
Yes, that was a quite long time, but
 I think
 the time we became together will
 be
 longer, 
longer, and longer. 
"
00042.wav,Chinese,"啊那是一个充满期待的日子。
啊我终于亲自去到了美国参加了一场NBA的比赛，
不仅如此，我还获得了一个与篮球巨星勒布朗詹姆斯见面的机会，
这一切听起来像是一个梦境，但是当我站在洛杉矶的斯台普斯中心门前时，我几乎不敢相信自己的眼睛。
我一直是詹姆斯的忠实粉丝，从他刚进联盟的那个赛季开始，我就一直关注着他的比赛，见证了他从
克利夫兰到迈阿密，
再到回到克利夫兰，
再到最终加入洛杉矶湖人获得多个总冠军的辉煌历程，
能够亲眼见到他，甚至与他面对面交流，
对我来说简直是无与伦比的荣耀。
那天我早早的来到比赛场地，空气中弥漫着兴奋与紧张的气氛，
湖人队将对阵勇士，
球迷们聚集在门外外面，
兴奋的讨论着比赛的预测和球员的表现，终于工作人员带我进入了专门为媒体和VIP嘉宾准备的区域，这里可以近距离观察到球队的准备过程。
当我走进球员更衣室的走廊时，突然听到了一阵沉重的脚步声，我转身眼前就出现了那位从小就崇拜的篮球巨星
勒布朗詹姆斯，他穿着湖人队的训练服，手上拿着一瓶水正走向训练场地，
虽然他看起来非常专注，但当他看到我时微微一笑，似乎对我并不陌生，
我们开始讨论篮球，也聊到了他个人的生活，
他告诉我除了篮球场的挑战，
家庭和社会责任是他人生中最重要的部分。
他提到作为一名运动员，他有时也会面临巨大压力，
但他始终相信通过团队的支持和不懈努力，一切困难都能够克服。
我问他，
在你漫长的职业生涯中，什么时候让你觉得最为骄傲？詹姆斯、陈斯鲁潘尼克
微微笑着回答，
我最大的骄傲就是能够为我的家乡克利夫兰带回那个总冠军广杯，
那是我们团队奋斗的结果，也是我职业生涯中最难忘的一刻。
赢得总冠军不只是为了我自己，而是为了那些一直支持我的球迷和家乡的人。
在短短的交流中，詹姆斯就给我留下了深刻的印象，他的谦逊专注，
他对篮球的热爱远远超出了我对他的认识，
他不仅是场上的超级巨星，场下的他也充满治水和人情味。
当我与她告别时，我感到一种难以言喻的满足感，
能够与詹姆斯这样的伟大运动员面对面交流，是我人生中最宝贵的经历之一。尽管我知道像詹姆斯这样的人物可能一生只有那么一次偶遇，
但他那份专注和热情的精神
将永远激励我不断追求自己的梦想。
比赛开始了，我坐在场边，
眼睛紧紧盯着球上的每一刻，
詹姆斯在场上表现如同平常一样令人惊叹，而在场外的那一刻，他的真诚和谦逊也深深的触动了我。
That's all thank you。
"
00043.wav,English," I went to a life house. 
Several weeks ago. 
And for meeting my, 
I know, 
sea. 
And that was the first time for
 and two
 SARS, 
a long horse in
 ak. 
So I cherished that opportunity and bought my ticket
 instantly. 
Am ni
 finally, 
right there, 
I saw a lot of
 sounds just like me. 
Ok. 
Day, 
they send
 as
 many little gifts for Free. And that was really
 are
 really happy for me. 
Uh, however. 
Hello. 
Cause of there are too many people. So I get
 going to the
 house. 
My
 place
 is a little bit far from
 the stage. 
But it doesn't affect my
 passion of listening to the
 beautiful, amazing music. 
What is more fantastic is
 I
 were selected as
 the lucky one to
 go onto the stage and take a shower with my head over this. 
I was really excited that time. And
 II
 couldn't certainly describe
 to more
 Dita. 
Ours is just so happy. 
"
00044.wav,Chinese,"2012年我去了西藏，我在拉萨降落，立即被那里的壮丽自然景观所吸引。第一天我参观了布达拉宫，
宫殿非常雄伟，金碧辉煌，
给我留下了深刻的印象。
我还见到了许多身穿
传统服饰的藏民，
他们都非常友好。
我在布达拉宫听了导游的解说，
了解了西藏的历史和宗教。
下午
我去了大昭寺，
那里有许多古老的佛像和壁画，
我感到一种深深的宁静和敬畏，
仿佛置身于另一个世界。
第二天
我去了纳木错湖，
湖水非常清澈，
周围都是巍峨的雪山，我在湖边散步，
享受着清新的空气和宁静的环境。
我还租了一艘小船
划到了湖中心，
水下的景色非常美丽，
我能清晰的看到水中的鱼和植物。
当天晚上，
我在湖边的一家小旅馆住下，
旅馆老板告诉我，
当地僧人会在这里举行一些特殊的仪式，
我决定第二天去参加，
第三天
我进行了一次徒步旅行，
穿过了高原上的草甸和河流，
高原的景色非常壮观，
我看到了许多野生动物，
比如藏羚羊和藏野驴，
这次旅行让我感到心旷神怡，也对我个人的成长产生了巨大的影响。
每次回想起这次旅行，
我都感到非常高兴和感激。
"
